label,freq,freq1/2,freq2/2,freq1/3,freq2/3,freq3/3,substru,deltaG,Stem_comp
constitutive,0.5,0.5,0.5,0.5652173913043478,0.5434782608695652,0.41304347826086957,3,-44.1,5.0
constitutive,0.5857142857142857,0.6,0.5714285714285714,0.6304347826086957,0.6521739130434783,0.5,3,-27.3,5.466666666666667
constitutive,0.5857142857142857,0.5428571428571428,0.6285714285714286,0.5217391304347826,0.6739130434782609,0.5869565217391305,3,-41.4,5.857142857142857
constitutive,0.6285714285714286,0.5714285714285714,0.6857142857142857,0.6086956521739131,0.6739130434782609,0.6304347826086957,3,-43.6,4.777777777777778
constitutive,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6956521739130435,0.6521739130434783,0.8260869565217391,3,-48.0,7.0
constitutive,0.5,0.4857142857142857,0.5142857142857142,0.30434782608695654,0.6521739130434783,0.5652173913043478,2,-27.6,5.0
constitutive,0.5428571428571428,0.5142857142857142,0.5714285714285714,0.5869565217391305,0.5434782608695652,0.5217391304347826,2,-25.9,5.066666666666666
constitutive,0.4857142857142857,0.5285714285714286,0.44285714285714284,0.45652173913043476,0.6304347826086957,0.391304347826087,3,-25.0,4.25
constitutive,0.5,0.5,0.5,0.45652173913043476,0.5652173913043478,0.5,3,-24.0,4.666666666666667
constitutive,0.6142857142857143,0.6428571428571429,0.5857142857142857,0.6086956521739131,0.6304347826086957,0.6304347826086957,2,-35.2,3.8636363636363638
constitutive,0.6,0.6142857142857143,0.5857142857142857,0.5217391304347826,0.717391304347826,0.5869565217391305,2,-28.8,4.705882352941177
constitutive,0.5428571428571428,0.4142857142857143,0.6714285714285714,0.5217391304347826,0.41304347826086957,0.717391304347826,3,-40.0,4.933333333333334
constitutive,0.6285714285714286,0.6714285714285714,0.5857142857142857,0.5869565217391305,0.717391304347826,0.6086956521739131,4,-59.1,4.888888888888889
constitutive,0.6428571428571429,0.6142857142857143,0.6714285714285714,0.6086956521739131,0.6956521739130435,0.6521739130434783,3,-46.7,5.625
constitutive,0.5428571428571428,0.5285714285714286,0.5571428571428572,0.717391304347826,0.32608695652173914,0.6086956521739131,2,-37.4,4.470588235294118
constitutive,0.6,0.7142857142857143,0.4857142857142857,0.6739130434782609,0.6739130434782609,0.4782608695652174,2,-41.6,5.125
constitutive,0.5285714285714286,0.5285714285714286,0.5285714285714286,0.5,0.45652173913043476,0.6521739130434783,4,-36.8,5.285714285714286
constitutive,0.5285714285714286,0.5428571428571428,0.5142857142857142,0.5,0.5869565217391305,0.5217391304347826,2,-38.1,5.142857142857143
constitutive,0.5428571428571428,0.5,0.5857142857142857,0.3695652173913043,0.7391304347826086,0.5434782608695652,4,-41.2,5.428571428571429
constitutive,0.5428571428571428,0.4714285714285714,0.6142857142857143,0.45652173913043476,0.45652173913043476,0.7391304347826086,3,-26.9,6.166666666666667
constitutive,0.5142857142857142,0.45714285714285713,0.5714285714285714,0.43478260869565216,0.4782608695652174,0.6521739130434783,3,-34.5,3.9444444444444446
constitutive,0.5428571428571428,0.6,0.4857142857142857,0.6086956521739131,0.6304347826086957,0.41304347826086957,4,-33.6,4.625
constitutive,0.5285714285714286,0.4714285714285714,0.5857142857142857,0.4782608695652174,0.45652173913043476,0.6739130434782609,3,-33.7,6.166666666666667
constitutive,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6304347826086957,0.7608695652173914,0.5652173913043478,2,-54.4,4.4
constitutive,0.5285714285714286,0.4714285714285714,0.5857142857142857,0.4782608695652174,0.45652173913043476,0.6739130434782609,3,-33.7,6.166666666666667
constitutive,0.5714285714285714,0.5,0.6428571428571429,0.45652173913043476,0.6521739130434783,0.6304347826086957,3,-42.5,5.2
constitutive,0.4857142857142857,0.5142857142857142,0.45714285714285713,0.6521739130434783,0.41304347826086957,0.41304347826086957,3,-34.0,4.857142857142857
constitutive,0.6428571428571429,0.6571428571428571,0.6285714285714286,0.6521739130434783,0.5869565217391305,0.717391304347826,3,-46.4,5.866666666666666
constitutive,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.43478260869565216,0.5434782608695652,0.6739130434782609,1,-50.8,5.916666666666667
constitutive,0.5714285714285714,0.6428571428571429,0.5,0.6739130434782609,0.5,0.5652173913043478,2,-32.0,4.444444444444445
constitutive,0.5857142857142857,0.5571428571428572,0.6142857142857143,0.5869565217391305,0.5217391304347826,0.6739130434782609,4,-33.8,5.266666666666667
constitutive,0.6571428571428571,0.7,0.6142857142857143,0.7391304347826086,0.5652173913043478,0.6956521739130435,3,-40.4,4.7894736842105265
constitutive,0.6571428571428571,0.7,0.6142857142857143,0.7391304347826086,0.5652173913043478,0.6956521739130435,3,-40.4,4.7894736842105265
constitutive,0.4142857142857143,0.4857142857142857,0.34285714285714286,0.41304347826086957,0.43478260869565216,0.41304347826086957,3,-17.2,4.142857142857143
constitutive,0.5,0.37142857142857144,0.6285714285714286,0.30434782608695654,0.5217391304347826,0.6956521739130435,3,-31.6,3.5
constitutive,0.6142857142857143,0.6142857142857143,0.6142857142857143,0.6304347826086957,0.6304347826086957,0.6086956521739131,3,-42.7,4.421052631578948
constitutive,0.6142857142857143,0.6428571428571429,0.5857142857142857,0.8043478260869565,0.45652173913043476,0.6086956521739131,4,-41.2,6.461538461538462
constitutive,0.6142857142857143,0.6428571428571429,0.5857142857142857,0.8043478260869565,0.45652173913043476,0.6086956521739131,4,-41.2,6.461538461538462
constitutive,0.6,0.6285714285714286,0.5714285714285714,0.6304347826086957,0.6086956521739131,0.5869565217391305,3,-35.3,3.6363636363636362
constitutive,0.6571428571428571,0.7142857142857143,0.6,0.6739130434782609,0.6956521739130435,0.6304347826086957,2,-43.9,3.9130434782608696
constitutive,0.6142857142857143,0.6142857142857143,0.6142857142857143,0.6304347826086957,0.6304347826086957,0.6086956521739131,3,-42.7,4.421052631578948
constitutive,0.6142857142857143,0.6428571428571429,0.5857142857142857,0.8043478260869565,0.45652173913043476,0.6086956521739131,4,-41.2,6.461538461538462
constitutive,0.6142857142857143,0.6428571428571429,0.5857142857142857,0.8043478260869565,0.45652173913043476,0.6086956521739131,4,-41.2,6.461538461538462
constitutive,0.6,0.6285714285714286,0.5714285714285714,0.6304347826086957,0.6086956521739131,0.5869565217391305,3,-35.3,3.6363636363636362
constitutive,0.6571428571428571,0.7142857142857143,0.6,0.6739130434782609,0.6956521739130435,0.6304347826086957,2,-43.9,3.9130434782608696
constitutive,0.5285714285714286,0.5285714285714286,0.5285714285714286,0.5434782608695652,0.5434782608695652,0.5217391304347826,2,-27.6,4.111111111111111
constitutive,0.5714285714285714,0.5857142857142857,0.5571428571428572,0.5869565217391305,0.717391304347826,0.43478260869565216,3,-19.8,5.714285714285714
constitutive,0.7142857142857143,0.6714285714285714,0.7571428571428571,0.6956521739130435,0.717391304347826,0.7608695652173914,2,-31.6,4.714285714285714
constitutive,0.5571428571428572,0.45714285714285713,0.6571428571428571,0.45652173913043476,0.5869565217391305,0.6521739130434783,3,-53.4,5.066666666666666
constitutive,0.6571428571428571,0.6714285714285714,0.6428571428571429,0.6956521739130435,0.6304347826086957,0.6739130434782609,3,-67.8,5.75
constitutive,0.6571428571428571,0.6142857142857143,0.7,0.6086956521739131,0.6521739130434783,0.7391304347826086,4,-35.2,6.133333333333334
constitutive,0.45714285714285713,0.6142857142857143,0.3,0.5869565217391305,0.5434782608695652,0.2608695652173913,2,-31.9,4.266666666666667
constitutive,0.5428571428571428,0.6285714285714286,0.45714285714285713,0.7391304347826086,0.4782608695652174,0.43478260869565216,2,-26.9,5.846153846153846
constitutive,0.5142857142857142,0.5,0.5285714285714286,0.5217391304347826,0.5,0.5434782608695652,4,-27.6,4.8
constitutive,0.5714285714285714,0.4857142857142857,0.6571428571428571,0.4782608695652174,0.6304347826086957,0.6304347826086957,2,-48.1,5.642857142857143
constitutive,0.4857142857142857,0.4142857142857143,0.5571428571428572,0.3695652173913043,0.6086956521739131,0.5,2,-17.7,3.5789473684210527
constitutive,0.5142857142857142,0.4857142857142857,0.5428571428571428,0.41304347826086957,0.5434782608695652,0.6086956521739131,3,-16.8,4.117647058823529
constitutive,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5217391304347826,0.5,0.6304347826086957,1,-29.2,4.470588235294118
constitutive,0.5714285714285714,0.5571428571428572,0.5857142857142857,0.5434782608695652,0.5869565217391305,0.6086956521739131,3,-46.1,3.8095238095238093
constitutive,0.5857142857142857,0.6,0.5714285714285714,0.5652173913043478,0.6521739130434783,0.5652173913043478,3,-40.3,4.9375
constitutive,0.5571428571428572,0.5571428571428572,0.5571428571428572,0.5652173913043478,0.5652173913043478,0.5652173913043478,3,-36.2,4.333333333333333
constitutive,0.5142857142857142,0.5857142857142857,0.44285714285714284,0.6304347826086957,0.5869565217391305,0.34782608695652173,3,-25.6,4.375
constitutive,0.5,0.4857142857142857,0.5142857142857142,0.5217391304347826,0.45652173913043476,0.5434782608695652,2,-30.5,3.5
constitutive,0.5857142857142857,0.4714285714285714,0.7,0.43478260869565216,0.5652173913043478,0.782608695652174,3,-26.0,5.125
constitutive,0.6285714285714286,0.5857142857142857,0.6714285714285714,0.5652173913043478,0.6086956521739131,0.7391304347826086,2,-55.5,4.0
constitutive,0.5857142857142857,0.5285714285714286,0.6428571428571429,0.41304347826086957,0.782608695652174,0.5869565217391305,4,-26.5,5.466666666666667
constitutive,0.6285714285714286,0.6142857142857143,0.6428571428571429,0.5869565217391305,0.6304347826086957,0.6956521739130435,3,-44.1,6.142857142857143
constitutive,0.6285714285714286,0.5285714285714286,0.7285714285714285,0.45652173913043476,0.6739130434782609,0.782608695652174,4,-36.8,5.5
constitutive,0.6142857142857143,0.5714285714285714,0.6571428571428571,0.5652173913043478,0.6086956521739131,0.6956521739130435,5,-42.9,4.315789473684211
constitutive,0.6428571428571429,0.6,0.6857142857142857,0.5652173913043478,0.6739130434782609,0.717391304347826,3,-47.9,4.833333333333333
constitutive,0.6285714285714286,0.6428571428571429,0.6142857142857143,0.6739130434782609,0.6521739130434783,0.5869565217391305,2,-44.4,4.631578947368421
constitutive,0.6,0.6285714285714286,0.5714285714285714,0.6956521739130435,0.6304347826086957,0.5,2,-49.9,5.1875
constitutive,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.6521739130434783,0.5652173913043478,0.782608695652174,2,-58.5,6.428571428571429
constitutive,0.6285714285714286,0.6142857142857143,0.6428571428571429,0.5869565217391305,0.6521739130434783,0.6739130434782609,2,-36.9,6.285714285714286
constitutive,0.5285714285714286,0.45714285714285713,0.6,0.32608695652173914,0.6304347826086957,0.6521739130434783,2,-32.4,4.933333333333334
constitutive,0.6,0.5571428571428572,0.6428571428571429,0.5434782608695652,0.6739130434782609,0.6086956521739131,3,-46.6,6.0
constitutive,0.6714285714285714,0.6714285714285714,0.6714285714285714,0.717391304347826,0.5652173913043478,0.7608695652173914,4,-52.9,4.7
constitutive,0.6285714285714286,0.6571428571428571,0.6,0.5652173913043478,0.717391304347826,0.6304347826086957,4,-38.4,4.3
constitutive,0.5714285714285714,0.5571428571428572,0.5857142857142857,0.5217391304347826,0.5652173913043478,0.6521739130434783,3,-43.0,4.0
constitutive,0.6285714285714286,0.6428571428571429,0.6142857142857143,0.6086956521739131,0.6304347826086957,0.6739130434782609,3,-40.2,4.190476190476191
constitutive,0.6285714285714286,0.5714285714285714,0.6857142857142857,0.5217391304347826,0.6956521739130435,0.6956521739130435,3,-48.2,5.0
constitutive,0.6714285714285714,0.6571428571428571,0.6857142857142857,0.782608695652174,0.5869565217391305,0.6739130434782609,2,-50.8,5.166666666666667
constitutive,0.6285714285714286,0.7,0.5571428571428572,0.6304347826086957,0.6739130434782609,0.6086956521739131,3,-57.3,4.9411764705882355
constitutive,0.6714285714285714,0.6571428571428571,0.6857142857142857,0.6086956521739131,0.6086956521739131,0.8260869565217391,3,-43.5,4.7
constitutive,0.6857142857142857,0.6714285714285714,0.7,0.6956521739130435,0.6521739130434783,0.7391304347826086,3,-47.0,4.8
constitutive,0.5571428571428572,0.45714285714285713,0.6571428571428571,0.41304347826086957,0.5869565217391305,0.6956521739130435,5,-41.2,4.105263157894737
constitutive,0.6428571428571429,0.7142857142857143,0.5714285714285714,0.7391304347826086,0.6521739130434783,0.5652173913043478,5,-55.8,5.294117647058823
constitutive,0.4857142857142857,0.44285714285714284,0.5285714285714286,0.41304347826086957,0.5434782608695652,0.5217391304347826,3,-27.1,5.230769230769231
constitutive,0.6,0.5857142857142857,0.6142857142857143,0.6521739130434783,0.6086956521739131,0.5652173913043478,3,-31.5,4.9411764705882355
constitutive,0.5428571428571428,0.4714285714285714,0.6142857142857143,0.4782608695652174,0.5869565217391305,0.5869565217391305,3,-33.3,4.470588235294118
constitutive,0.5142857142857142,0.5857142857142857,0.44285714285714284,0.6739130434782609,0.41304347826086957,0.4782608695652174,3,-30.3,5.142857142857143
constitutive,0.6,0.6857142857142857,0.5142857142857142,0.6956521739130435,0.6086956521739131,0.5217391304347826,4,-51.1,5.125
constitutive,0.6285714285714286,0.5857142857142857,0.6714285714285714,0.5652173913043478,0.6956521739130435,0.6521739130434783,3,-50.3,4.4
constitutive,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.5652173913043478,0.6521739130434783,0.6956521739130435,2,-50.9,4.526315789473684
constitutive,0.6571428571428571,0.6285714285714286,0.6857142857142857,0.7391304347826086,0.5652173913043478,0.6956521739130435,3,-68.9,4.285714285714286
constitutive,0.5142857142857142,0.5857142857142857,0.44285714285714284,0.6086956521739131,0.5434782608695652,0.41304347826086957,4,-17.4,4.4375
constitutive,0.4714285714285714,0.45714285714285713,0.4857142857142857,0.41304347826086957,0.5217391304347826,0.5,3,-25.4,4.714285714285714
constitutive,0.5571428571428572,0.6,0.5142857142857142,0.5869565217391305,0.5434782608695652,0.5652173913043478,4,-27.3,4.875
constitutive,0.44285714285714284,0.5857142857142857,0.3,0.5869565217391305,0.5217391304347826,0.2391304347826087,2,-20.1,4.133333333333334
constitutive,0.5142857142857142,0.5571428571428572,0.4714285714285714,0.6304347826086957,0.43478260869565216,0.5,4,-33.1,5.142857142857143
constitutive,0.5714285714285714,0.5571428571428572,0.5857142857142857,0.6304347826086957,0.5652173913043478,0.5434782608695652,4,-50.0,4.222222222222222
constitutive,0.5571428571428572,0.6428571428571429,0.4714285714285714,0.6086956521739131,0.717391304347826,0.3695652173913043,3,-27.8,7.8
constitutive,0.5857142857142857,0.6,0.5714285714285714,0.5869565217391305,0.6956521739130435,0.5,3,-34.3,4.5
constitutive,0.4857142857142857,0.38571428571428573,0.5857142857142857,0.4782608695652174,0.43478260869565216,0.5652173913043478,3,-24.3,4.25
constitutive,0.42857142857142855,0.32857142857142857,0.5285714285714286,0.21739130434782608,0.5434782608695652,0.5434782608695652,2,-35.0,4.833333333333333
constitutive,0.6,0.6,0.6,0.5652173913043478,0.5869565217391305,0.6739130434782609,1,-31.4,4.0
constitutive,0.6714285714285714,0.5857142857142857,0.7571428571428571,0.5434782608695652,0.6304347826086957,0.8695652173913043,3,-50.0,5.375
constitutive,0.5428571428571428,0.5,0.5857142857142857,0.41304347826086957,0.5869565217391305,0.6521739130434783,2,-44.0,3.619047619047619
constitutive,0.5428571428571428,0.5714285714285714,0.5142857142857142,0.5434782608695652,0.6086956521739131,0.5,3,-33.3,4.111111111111111
constitutive,0.6142857142857143,0.6,0.6285714285714286,0.6086956521739131,0.6956521739130435,0.5652173913043478,2,-50.6,5.0588235294117645
constitutive,0.5571428571428572,0.5,0.6142857142857143,0.43478260869565216,0.6739130434782609,0.5869565217391305,4,-47.7,4.529411764705882
constitutive,0.7,0.7,0.7,0.7391304347826086,0.717391304347826,0.6739130434782609,2,-68.1,4.571428571428571
constitutive,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6304347826086957,0.43478260869565216,0.6739130434782609,3,-51.8,5.571428571428571
constitutive,0.7,0.6285714285714286,0.7714285714285715,0.6739130434782609,0.6739130434782609,0.782608695652174,2,-56.5,4.55
constitutive,0.6142857142857143,0.6714285714285714,0.5571428571428572,0.6521739130434783,0.5652173913043478,0.6521739130434783,2,-64.0,5.733333333333333
constitutive,0.6285714285714286,0.5285714285714286,0.7285714285714285,0.5434782608695652,0.6086956521739131,0.7608695652173914,2,-72.6,4.3
constitutive,0.6571428571428571,0.6,0.7142857142857143,0.5869565217391305,0.6739130434782609,0.7391304347826086,3,-61.9,4.6
constitutive,0.6285714285714286,0.5857142857142857,0.6714285714285714,0.6521739130434783,0.5217391304347826,0.7391304347826086,4,-51.5,5.0588235294117645
constitutive,0.5142857142857142,0.6285714285714286,0.4,0.6304347826086957,0.6086956521739131,0.32608695652173914,3,-46.6,4.8
constitutive,0.4857142857142857,0.6428571428571429,0.32857142857142857,0.6956521739130435,0.43478260869565216,0.34782608695652173,3,-40.4,4.857142857142857
constitutive,0.5142857142857142,0.6285714285714286,0.4,0.6304347826086957,0.6086956521739131,0.32608695652173914,3,-46.6,4.8
constitutive,0.7,0.7714285714285715,0.6285714285714286,0.8043478260869565,0.6521739130434783,0.6739130434782609,3,-76.3,5.052631578947368
constitutive,0.6285714285714286,0.5142857142857142,0.7428571428571429,0.5434782608695652,0.5869565217391305,0.782608695652174,4,-73.9,4.473684210526316
constitutive,0.5857142857142857,0.6714285714285714,0.5,0.717391304347826,0.5652173913043478,0.5,2,-45.1,5.857142857142857
constitutive,0.5571428571428572,0.5285714285714286,0.5857142857142857,0.5869565217391305,0.5652173913043478,0.5434782608695652,3,-45.0,4.588235294117647
constitutive,0.5714285714285714,0.5142857142857142,0.6285714285714286,0.5,0.5434782608695652,0.6956521739130435,2,-46.4,4.2105263157894735
constitutive,0.6285714285714286,0.5428571428571428,0.7142857142857143,0.4782608695652174,0.717391304347826,0.717391304347826,3,-52.9,4.35
constitutive,0.4857142857142857,0.5285714285714286,0.44285714285714284,0.5217391304347826,0.43478260869565216,0.5217391304347826,2,-29.7,4.857142857142857
constitutive,0.6142857142857143,0.6428571428571429,0.5857142857142857,0.5652173913043478,0.6304347826086957,0.6739130434782609,3,-51.8,4.3
constitutive,0.6714285714285714,0.6142857142857143,0.7285714285714285,0.5434782608695652,0.7391304347826086,0.7608695652173914,2,-57.2,5.166666666666667
constitutive,0.6142857142857143,0.6714285714285714,0.5571428571428572,0.717391304347826,0.5652173913043478,0.5869565217391305,3,-58.9,4.882352941176471
constitutive,0.6,0.5857142857142857,0.6142857142857143,0.6521739130434783,0.6086956521739131,0.5652173913043478,4,-53.8,4.444444444444445
constitutive,0.6857142857142857,0.6285714285714286,0.7428571428571429,0.6739130434782609,0.6739130434782609,0.7391304347826086,4,-65.3,6.5
constitutive,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6521739130434783,0.6086956521739131,0.6521739130434783,3,-66.5,5.1875
constitutive,0.5714285714285714,0.38571428571428573,0.7571428571428571,0.4782608695652174,0.5217391304347826,0.7391304347826086,3,-17.5,4.9375
constitutive,0.4714285714285714,0.45714285714285713,0.4857142857142857,0.43478260869565216,0.5217391304347826,0.4782608695652174,2,-25.4,4.266666666666667
constitutive,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.6304347826086957,0.5869565217391305,0.782608695652174,1,-83.0,4.777777777777778
constitutive,0.5857142857142857,0.7285714285714285,0.44285714285714284,0.6956521739130435,0.5652173913043478,0.5217391304347826,4,-44.3,6.3076923076923075
constitutive,0.4857142857142857,0.3142857142857143,0.6571428571428571,0.4782608695652174,0.2826086956521739,0.717391304347826,2,-19.1,4.25
constitutive,0.5714285714285714,0.6285714285714286,0.5142857142857142,0.5652173913043478,0.717391304347826,0.45652173913043476,4,-30.3,4.875
constitutive,0.5142857142857142,0.5142857142857142,0.5142857142857142,0.5652173913043478,0.4782608695652174,0.5217391304347826,4,-32.2,3.8333333333333335
constitutive,0.5142857142857142,0.5142857142857142,0.5142857142857142,0.5652173913043478,0.4782608695652174,0.5217391304347826,4,-32.2,3.8333333333333335
constitutive,0.5714285714285714,0.5857142857142857,0.5571428571428572,0.5434782608695652,0.6086956521739131,0.5869565217391305,3,-38.5,3.761904761904762
constitutive,0.5571428571428572,0.5428571428571428,0.5714285714285714,0.5,0.6086956521739131,0.5869565217391305,2,-35.2,4.5
constitutive,0.5714285714285714,0.6142857142857143,0.5285714285714286,0.5869565217391305,0.5,0.6521739130434783,3,-51.5,5.266666666666667
constitutive,0.6428571428571429,0.6714285714285714,0.6142857142857143,0.6304347826086957,0.717391304347826,0.6086956521739131,3,-51.9,5.933333333333334
constitutive,0.6428571428571429,0.6714285714285714,0.6142857142857143,0.6304347826086957,0.717391304347826,0.6086956521739131,3,-51.9,5.933333333333334
constitutive,0.5571428571428572,0.5571428571428572,0.5571428571428572,0.5869565217391305,0.5869565217391305,0.5217391304347826,3,-37.0,3.3181818181818183
constitutive,0.6142857142857143,0.6142857142857143,0.6142857142857143,0.5652173913043478,0.6739130434782609,0.6304347826086957,2,-62.9,5.333333333333333
constitutive,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6956521739130435,0.5869565217391305,0.6304347826086957,2,-50.2,4.888888888888889
constitutive,0.5428571428571428,0.4714285714285714,0.6142857142857143,0.5217391304347826,0.5217391304347826,0.6086956521739131,4,-31.2,5.066666666666666
constitutive,0.6285714285714286,0.6571428571428571,0.6,0.6086956521739131,0.6521739130434783,0.6521739130434783,3,-50.2,4.888888888888889
constitutive,0.6571428571428571,0.6142857142857143,0.7,0.5869565217391305,0.7608695652173914,0.6521739130434783,3,-52.8,4.045454545454546
constitutive,0.6,0.5714285714285714,0.6285714285714286,0.7391304347826086,0.43478260869565216,0.6521739130434783,4,-31.8,5.6
constitutive,0.6,0.5428571428571428,0.6571428571428571,0.5434782608695652,0.6086956521739131,0.6739130434782609,4,-47.6,4.555555555555555
constitutive,0.45714285714285713,0.5428571428571428,0.37142857142857144,0.5217391304347826,0.5652173913043478,0.30434782608695654,3,-26.7,5.818181818181818
constitutive,0.5571428571428572,0.6,0.5142857142857142,0.6521739130434783,0.5,0.5434782608695652,2,-38.9,4.588235294117647
