label,freq,freq1/2,freq2/2,freq1/3,freq2/3,freq3/3,substru,deltaG,Stem_comp
constitutive,0.5571428571428572,0.5428571428571428,0.5714285714285714,0.4782608695652174,0.6304347826086957,0.5869565217391305,3,-37.3,7.8
constitutive,0.6,0.6571428571428571,0.5428571428571428,0.6086956521739131,0.6304347826086957,0.5869565217391305,3,-31.4,5.125
constitutive,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.6521739130434783,0.5869565217391305,0.7608695652173914,2,-39.3,4.285714285714286
constitutive,0.7142857142857143,0.6714285714285714,0.7571428571428571,0.6739130434782609,0.6521739130434783,0.8478260869565217,1,-35.8,6.928571428571429
constitutive,0.6428571428571429,0.6285714285714286,0.6571428571428571,0.6304347826086957,0.6304347826086957,0.6956521739130435,3,-59.5,5.5
constitutive,0.6,0.6,0.6,0.5652173913043478,0.6739130434782609,0.5869565217391305,5,-53.6,4.882352941176471
constitutive,0.5714285714285714,0.5,0.6428571428571429,0.45652173913043476,0.6739130434782609,0.6086956521739131,2,-41.7,6.153846153846154
constitutive,0.6,0.6142857142857143,0.5857142857142857,0.6739130434782609,0.5434782608695652,0.6086956521739131,2,-35.4,3.727272727272727
constitutive,0.5142857142857142,0.5142857142857142,0.5142857142857142,0.5869565217391305,0.34782608695652173,0.6304347826086957,3,-27.3,4.375
constitutive,0.5142857142857142,0.4714285714285714,0.5571428571428572,0.5,0.5,0.5652173913043478,3,-23.1,4.8
constitutive,0.6142857142857143,0.6142857142857143,0.6142857142857143,0.6956521739130435,0.6739130434782609,0.5,3,-29.1,5.375
constitutive,0.6285714285714286,0.6,0.6571428571428571,0.5652173913043478,0.6956521739130435,0.6521739130434783,4,-28.9,8.0
constitutive,0.5714285714285714,0.4857142857142857,0.6571428571428571,0.4782608695652174,0.6086956521739131,0.6521739130434783,4,-48.1,5.333333333333333
constitutive,0.5571428571428572,0.6285714285714286,0.4857142857142857,0.6086956521739131,0.6086956521739131,0.4782608695652174,3,-34.2,5.133333333333334
constitutive,0.44285714285714284,0.5142857142857142,0.37142857142857144,0.5,0.4782608695652174,0.3695652173913043,4,-27.3,4.769230769230769
constitutive,0.44285714285714284,0.5142857142857142,0.37142857142857144,0.5,0.4782608695652174,0.3695652173913043,4,-27.3,4.769230769230769
constitutive,0.6285714285714286,0.5857142857142857,0.6714285714285714,0.6304347826086957,0.6521739130434783,0.6304347826086957,3,-37.8,7.333333333333333
constitutive,0.6285714285714286,0.6428571428571429,0.6142857142857143,0.6739130434782609,0.5434782608695652,0.6956521739130435,4,-52.0,4.777777777777778
constitutive,0.5142857142857142,0.45714285714285713,0.5714285714285714,0.4782608695652174,0.4782608695652174,0.6086956521739131,3,-24.8,5.538461538461538
constitutive,0.6428571428571429,0.6285714285714286,0.6571428571428571,0.6086956521739131,0.6086956521739131,0.7391304347826086,3,-29.6,5.176470588235294
constitutive,0.5571428571428572,0.6142857142857143,0.5,0.6086956521739131,0.6086956521739131,0.4782608695652174,2,-17.7,4.0
constitutive,0.5714285714285714,0.6142857142857143,0.5285714285714286,0.5434782608695652,0.8043478260869565,0.391304347826087,3,-34.2,7.090909090909091
